ontology,ontology_code,profile,dataset,name,description,visibility,ETL_type
hgnc,ENSG00000111490,GENOMIC,htseq_counts.csv,ENSG00000111490.15,,PUBLIC,integer
hgnc,ENSG00000184497,GENOMIC,htseq_counts.csv,ENSG00000184497.13,,PUBLIC,integer
hgnc,ENSG00000239614,GENOMIC,htseq_counts.csv,ENSG00000239614.1,,PUBLIC,integer
hgnc,ENSG00000243176,GENOMIC,htseq_counts.csv,ENSG00000243176.6,,PUBLIC,integer
hgnc,ENSG00000131471,GENOMIC,htseq_counts.csv,ENSG00000131471.7,,PUBLIC,integer
hgnc,ENSG00000275381,GENOMIC,htseq_counts.csv,ENSG00000275381.1,,PUBLIC,integer
hgnc,ENSG00000253693,GENOMIC,htseq_counts.csv,ENSG00000253693.1,,PUBLIC,integer
hgnc,ENSG00000251279,GENOMIC,htseq_counts.csv,ENSG00000251279.1,,PUBLIC,integer
hgnc,ENSG00000236663,GENOMIC,htseq_counts.csv,ENSG00000236663.1,,PUBLIC,integer
hgnc,ENSG00000169410,GENOMIC,htseq_counts.csv,ENSG00000169410.10,,PUBLIC,integer
hgnc,ENSG00000198952,GENOMIC,htseq_counts.csv,ENSG00000198952.8,,PUBLIC,integer
hgnc,ENSG00000255038,GENOMIC,htseq_counts.csv,ENSG00000255038.1,,PUBLIC,integer
hgnc,ENSG00000267245,GENOMIC,htseq_counts.csv,ENSG00000267245.1,,PUBLIC,integer
hgnc,ENSG00000120093,GENOMIC,htseq_counts.csv,ENSG00000120093.12,,PUBLIC,integer
hgnc,ENSG00000230707,GENOMIC,htseq_counts.csv,ENSG00000230707.2,,PUBLIC,integer
hgnc,ENSG00000087152,GENOMIC,htseq_counts.csv,ENSG00000087152.16,,PUBLIC,integer
hgnc,ENSG00000157106,GENOMIC,htseq_counts.csv,ENSG00000157106.17,,PUBLIC,integer
hgnc,ENSG00000218358,GENOMIC,htseq_counts.csv,ENSG00000218358.2,,PUBLIC,integer
hgnc,ENSG00000253220,GENOMIC,htseq_counts.csv,ENSG00000253220.2,,PUBLIC,integer
hgnc,ENSG00000230657,GENOMIC,htseq_counts.csv,ENSG00000230657.8,,PUBLIC,integer
hgnc,ENSG00000127481,GENOMIC,htseq_counts.csv,ENSG00000127481.15,,PUBLIC,integer
hgnc,ENSG00000286280,GENOMIC,htseq_counts.csv,ENSG00000286280.1,,PUBLIC,integer
hgnc,ENSG00000260059,GENOMIC,htseq_counts.csv,ENSG00000260059.1,,PUBLIC,integer
hgnc,ENSG00000232981,GENOMIC,htseq_counts.csv,ENSG00000232981.1,,PUBLIC,integer
hgnc,ENSG00000285697,GENOMIC,htseq_counts.csv,ENSG00000285697.1,,PUBLIC,integer
hgnc,ENSG00000137574,GENOMIC,htseq_counts.csv,ENSG00000137574.11,,PUBLIC,integer
hgnc,ENSG00000229443,GENOMIC,htseq_counts.csv,ENSG00000229443.2,,PUBLIC,integer
hgnc,ENSG00000284677,GENOMIC,htseq_counts.csv,ENSG00000284677.1,,PUBLIC,integer
hgnc,ENSG00000128944,GENOMIC,htseq_counts.csv,ENSG00000128944.13,,PUBLIC,integer
hgnc,ENSG00000172322,GENOMIC,htseq_counts.csv,ENSG00000172322.14,,PUBLIC,integer
hgnc,ENSG00000259912,GENOMIC,htseq_counts.csv,ENSG00000259912.1,,PUBLIC,integer
hgnc,ENSG00000232037,GENOMIC,htseq_counts.csv,ENSG00000232037.3,,PUBLIC,integer
hgnc,ENSG00000102034,GENOMIC,htseq_counts.csv,ENSG00000102034.17,,PUBLIC,integer
hgnc,ENSG00000249411,GENOMIC,htseq_counts.csv,ENSG00000249411.1,,PUBLIC,integer
hgnc,ENSG00000249072,GENOMIC,htseq_counts.csv,ENSG00000249072.1,,PUBLIC,integer
hgnc,ENSG00000213413,GENOMIC,htseq_counts.csv,ENSG00000213413.2,,PUBLIC,integer
hgnc,ENSG00000269318,GENOMIC,htseq_counts.csv,ENSG00000269318.1,,PUBLIC,integer
hgnc,ENSG00000170500,GENOMIC,htseq_counts.csv,ENSG00000170500.13,,PUBLIC,integer
hgnc,ENSG00000145623,GENOMIC,htseq_counts.csv,ENSG00000145623.13,,PUBLIC,integer
hgnc,ENSG00000261054,GENOMIC,htseq_counts.csv,ENSG00000261054.1,,PUBLIC,integer
hgnc,ENSG00000235297,GENOMIC,htseq_counts.csv,ENSG00000235297.3,,PUBLIC,integer
hgnc,ENSG00000005844,GENOMIC,htseq_counts.csv,ENSG00000005844.19,,PUBLIC,integer
hgnc,ENSG00000248692,GENOMIC,htseq_counts.csv,ENSG00000248692.5,,PUBLIC,integer
hgnc,ENSG00000230062,GENOMIC,htseq_counts.csv,ENSG00000230062.7,,PUBLIC,integer
hgnc,ENSG00000180730,GENOMIC,htseq_counts.csv,ENSG00000180730.5,,PUBLIC,integer
hgnc,ENSG00000229703,GENOMIC,htseq_counts.csv,ENSG00000229703.6,,PUBLIC,integer
hgnc,ENSG00000088682,GENOMIC,htseq_counts.csv,ENSG00000088682.14,,PUBLIC,integer
hgnc,ENSG00000144560,GENOMIC,htseq_counts.csv,ENSG00000144560.15,,PUBLIC,integer
hgnc,ENSG00000164122,GENOMIC,htseq_counts.csv,ENSG00000164122.9,,PUBLIC,integer
hgnc,ENSG00000267379,GENOMIC,htseq_counts.csv,ENSG00000267379.1,,PUBLIC,integer
hgnc,ENSG00000137221,GENOMIC,htseq_counts.csv,ENSG00000137221.14,,PUBLIC,integer
hgnc,ENSG00000187474,GENOMIC,htseq_counts.csv,ENSG00000187474.5,,PUBLIC,integer
hgnc,ENSG00000260934,GENOMIC,htseq_counts.csv,ENSG00000260934.1,,PUBLIC,integer
hgnc,ENSG00000264825,GENOMIC,htseq_counts.csv,ENSG00000264825.1,,PUBLIC,integer
hgnc,ENSG00000127540,GENOMIC,htseq_counts.csv,ENSG00000127540.12,,PUBLIC,integer
hgnc,ENSG00000213640,GENOMIC,htseq_counts.csv,ENSG00000213640.3,,PUBLIC,integer
hgnc,ENSG00000249345,GENOMIC,htseq_counts.csv,ENSG00000249345.8,,PUBLIC,integer
hgnc,ENSG00000018699,GENOMIC,htseq_counts.csv,ENSG00000018699.13,,PUBLIC,integer
hgnc,ENSG00000155961,GENOMIC,htseq_counts.csv,ENSG00000155961.5,,PUBLIC,integer
hgnc,ENSG00000272933,GENOMIC,htseq_counts.csv,ENSG00000272933.1,,PUBLIC,integer
hgnc,ENSG00000138670,GENOMIC,htseq_counts.csv,ENSG00000138670.18,,PUBLIC,integer
hgnc,ENSG00000268713,GENOMIC,htseq_counts.csv,ENSG00000268713.1,,PUBLIC,integer
hgnc,ENSG00000253652,GENOMIC,htseq_counts.csv,ENSG00000253652.1,,PUBLIC,integer
hgnc,ENSG00000211796,GENOMIC,htseq_counts.csv,ENSG00000211796.1,,PUBLIC,integer
hgnc,ENSG00000249717,GENOMIC,htseq_counts.csv,ENSG00000249717.1,,PUBLIC,integer
hgnc,ENSG00000236527,GENOMIC,htseq_counts.csv,ENSG00000236527.1,,PUBLIC,integer
hgnc,ENSG00000166387,GENOMIC,htseq_counts.csv,ENSG00000166387.14,,PUBLIC,integer
hgnc,ENSG00000287704,GENOMIC,htseq_counts.csv,ENSG00000287704.1,,PUBLIC,integer
hgnc,ENSG00000122375,GENOMIC,htseq_counts.csv,ENSG00000122375.12,,PUBLIC,integer
hgnc,ENSG00000206042,GENOMIC,htseq_counts.csv,ENSG00000206042.1,,PUBLIC,integer
hgnc,ENSG00000226952,GENOMIC,htseq_counts.csv,ENSG00000226952.1,,PUBLIC,integer
hgnc,ENSG00000234548,GENOMIC,htseq_counts.csv,ENSG00000234548.7,,PUBLIC,integer
hgnc,ENSG00000135299,GENOMIC,htseq_counts.csv,ENSG00000135299.17,,PUBLIC,integer
hgnc,ENSG00000110422,GENOMIC,htseq_counts.csv,ENSG00000110422.12,,PUBLIC,integer
hgnc,ENSG00000228203,GENOMIC,htseq_counts.csv,ENSG00000228203.7,,PUBLIC,integer
hgnc,ENSG00000109743,GENOMIC,htseq_counts.csv,ENSG00000109743.11,,PUBLIC,integer
hgnc,ENSG00000157306,GENOMIC,htseq_counts.csv,ENSG00000157306.14,,PUBLIC,integer
hgnc,ENSG00000261481,GENOMIC,htseq_counts.csv,ENSG00000261481.1,,PUBLIC,integer
hgnc,ENSG00000158714,GENOMIC,htseq_counts.csv,ENSG00000158714.11,,PUBLIC,integer
hgnc,ENSG00000228903,GENOMIC,htseq_counts.csv,ENSG00000228903.7,,PUBLIC,integer
hgnc,ENSG00000167680,GENOMIC,htseq_counts.csv,ENSG00000167680.17,,PUBLIC,integer
hgnc,ENSG00000227471,GENOMIC,htseq_counts.csv,ENSG00000227471.9,,PUBLIC,integer
hgnc,ENSG00000274021,GENOMIC,htseq_counts.csv,ENSG00000274021.1,,PUBLIC,integer
hgnc,ENSG00000233578,GENOMIC,htseq_counts.csv,ENSG00000233578.1,,PUBLIC,integer
hgnc,ENSG00000120594,GENOMIC,htseq_counts.csv,ENSG00000120594.17,,PUBLIC,integer
hgnc,ENSG00000138363,GENOMIC,htseq_counts.csv,ENSG00000138363.15,,PUBLIC,integer
hgnc,ENSG00000155622,GENOMIC,htseq_counts.csv,ENSG00000155622.7,,PUBLIC,integer
hgnc,ENSG00000221937,GENOMIC,htseq_counts.csv,ENSG00000221937.4,,PUBLIC,integer
hgnc,ENSG00000104886,GENOMIC,htseq_counts.csv,ENSG00000104886.12,,PUBLIC,integer
hgnc,ENSG00000241568,GENOMIC,htseq_counts.csv,ENSG00000241568.3,,PUBLIC,integer
hgnc,ENSG00000285822,GENOMIC,htseq_counts.csv,ENSG00000285822.1,,PUBLIC,integer
hgnc,ENSG00000257784,GENOMIC,htseq_counts.csv,ENSG00000257784.2,,PUBLIC,integer
hgnc,ENSG00000185873,GENOMIC,htseq_counts.csv,ENSG00000185873.8,,PUBLIC,integer
hgnc,ENSG00000257653,GENOMIC,htseq_counts.csv,ENSG00000257653.1,,PUBLIC,integer
hgnc,ENSG00000286870,GENOMIC,htseq_counts.csv,ENSG00000286870.1,,PUBLIC,integer
hgnc,ENSG00000184838,GENOMIC,htseq_counts.csv,ENSG00000184838.15,,PUBLIC,integer
hgnc,ENSG00000101782,GENOMIC,htseq_counts.csv,ENSG00000101782.15,,PUBLIC,integer
hgnc,ENSG00000266256,GENOMIC,htseq_counts.csv,ENSG00000266256.3,,PUBLIC,integer
hgnc,ENSG00000169946,GENOMIC,htseq_counts.csv,ENSG00000169946.14,,PUBLIC,integer
hgnc,ENSG00000233251,GENOMIC,htseq_counts.csv,ENSG00000233251.8,,PUBLIC,integer
hgnc,ENSG00000287513,GENOMIC,htseq_counts.csv,ENSG00000287513.1,,PUBLIC,integer
hgnc,ENSG00000256525,GENOMIC,htseq_counts.csv,ENSG00000256525.8,,PUBLIC,integer
hgnc,ENSG00000226648,GENOMIC,htseq_counts.csv,ENSG00000226648.2,,PUBLIC,integer
hgnc,ENSG00000130052,GENOMIC,htseq_counts.csv,ENSG00000130052.14,,PUBLIC,integer
hgnc,ENSG00000139610,GENOMIC,htseq_counts.csv,ENSG00000139610.2,,PUBLIC,integer
hgnc,ENSG00000226664,GENOMIC,htseq_counts.csv,ENSG00000226664.1,,PUBLIC,integer
hgnc,ENSG00000248936,GENOMIC,htseq_counts.csv,ENSG00000248936.1,,PUBLIC,integer
hgnc,ENSG00000154760,GENOMIC,htseq_counts.csv,ENSG00000154760.14,,PUBLIC,integer
hgnc,ENSG00000205412,GENOMIC,htseq_counts.csv,ENSG00000205412.5,,PUBLIC,integer
hgnc,ENSG00000274949,GENOMIC,htseq_counts.csv,ENSG00000274949.1,,PUBLIC,integer
hgnc,ENSG00000165959,GENOMIC,htseq_counts.csv,ENSG00000165959.12,,PUBLIC,integer
hgnc,ENSG00000238005,GENOMIC,htseq_counts.csv,ENSG00000238005.4,,PUBLIC,integer
hgnc,ENSG00000166348,GENOMIC,htseq_counts.csv,ENSG00000166348.19,,PUBLIC,integer
hgnc,ENSG00000135604,GENOMIC,htseq_counts.csv,ENSG00000135604.10,,PUBLIC,integer
hgnc,ENSG00000164654,GENOMIC,htseq_counts.csv,ENSG00000164654.16,,PUBLIC,integer
hgnc,ENSG00000228078,GENOMIC,htseq_counts.csv,ENSG00000228078.1,,PUBLIC,integer
hgnc,ENSG00000186326,GENOMIC,htseq_counts.csv,ENSG00000186326.4,,PUBLIC,integer
hgnc,ENSG00000285756,GENOMIC,htseq_counts.csv,ENSG00000285756.2,,PUBLIC,integer
hgnc,ENSG00000170382,GENOMIC,htseq_counts.csv,ENSG00000170382.12,,PUBLIC,integer
hgnc,ENSG00000223963,GENOMIC,htseq_counts.csv,ENSG00000223963.2,,PUBLIC,integer
hgnc,ENSG00000065485,GENOMIC,htseq_counts.csv,ENSG00000065485.20,,PUBLIC,integer
hgnc,ENSG00000147996,GENOMIC,htseq_counts.csv,ENSG00000147996.17,,PUBLIC,integer
hgnc,ENSG00000237188,GENOMIC,htseq_counts.csv,ENSG00000237188.5,,PUBLIC,integer
hgnc,ENSG00000250602,GENOMIC,htseq_counts.csv,ENSG00000250602.6,,PUBLIC,integer
hgnc,ENSG00000262500,GENOMIC,htseq_counts.csv,ENSG00000262500.1,,PUBLIC,integer
hgnc,ENSG00000271129,GENOMIC,htseq_counts.csv,ENSG00000271129.1,,PUBLIC,integer
hgnc,ENSG00000285777,GENOMIC,htseq_counts.csv,ENSG00000285777.1,,PUBLIC,integer
hgnc,ENSG00000198677,GENOMIC,htseq_counts.csv,ENSG00000198677.12,,PUBLIC,integer
hgnc,ENSG00000101160,GENOMIC,htseq_counts.csv,ENSG00000101160.15,,PUBLIC,integer
hgnc,ENSG00000101278,GENOMIC,htseq_counts.csv,ENSG00000101278.6,,PUBLIC,integer
hgnc,ENSG00000225031,GENOMIC,htseq_counts.csv,ENSG00000225031.1,,PUBLIC,integer
hgnc,ENSG00000197646,GENOMIC,htseq_counts.csv,ENSG00000197646.8,,PUBLIC,integer
hgnc,ENSG00000265678,GENOMIC,htseq_counts.csv,ENSG00000265678.1,,PUBLIC,integer
hgnc,ENSG00000260171,GENOMIC,htseq_counts.csv,ENSG00000260171.1,,PUBLIC,integer
hgnc,ENSG00000153914,GENOMIC,htseq_counts.csv,ENSG00000153914.16,,PUBLIC,integer
hgnc,ENSG00000261207,GENOMIC,htseq_counts.csv,ENSG00000261207.1,,PUBLIC,integer
hgnc,ENSG00000036549,GENOMIC,htseq_counts.csv,ENSG00000036549.13,,PUBLIC,integer
hgnc,ENSG00000167393,GENOMIC,htseq_counts.csv,ENSG00000167393.18,,PUBLIC,integer
hgnc,ENSG00000275074,GENOMIC,htseq_counts.csv,ENSG00000275074.2,,PUBLIC,integer
hgnc,ENSG00000138796,GENOMIC,htseq_counts.csv,ENSG00000138796.18,,PUBLIC,integer
hgnc,ENSG00000162063,GENOMIC,htseq_counts.csv,ENSG00000162063.13,,PUBLIC,integer
hgnc,ENSG00000225982,GENOMIC,htseq_counts.csv,ENSG00000225982.1,,PUBLIC,integer
hgnc,ENSG00000253658,GENOMIC,htseq_counts.csv,ENSG00000253658.6,,PUBLIC,integer
hgnc,ENSG00000260779,GENOMIC,htseq_counts.csv,ENSG00000260779.1,,PUBLIC,integer
hgnc,ENSG00000249240,GENOMIC,htseq_counts.csv,ENSG00000249240.2,,PUBLIC,integer
hgnc,ENSG00000286095,GENOMIC,htseq_counts.csv,ENSG00000286095.2,,PUBLIC,integer
hgnc,ENSG00000164611,GENOMIC,htseq_counts.csv,ENSG00000164611.13,,PUBLIC,integer
hgnc,ENSG00000287636,GENOMIC,htseq_counts.csv,ENSG00000287636.1,,PUBLIC,integer
hgnc,ENSG00000216867,GENOMIC,htseq_counts.csv,ENSG00000216867.2,,PUBLIC,integer
hgnc,ENSG00000163346,GENOMIC,htseq_counts.csv,ENSG00000163346.17,,PUBLIC,integer
hgnc,ENSG00000128731,GENOMIC,htseq_counts.csv,ENSG00000128731.18,,PUBLIC,integer
hgnc,ENSG00000236120,GENOMIC,htseq_counts.csv,ENSG00000236120.7,,PUBLIC,integer
hgnc,ENSG00000271734,GENOMIC,htseq_counts.csv,ENSG00000271734.1,,PUBLIC,integer
hgnc,ENSG00000231937,GENOMIC,htseq_counts.csv,ENSG00000231937.1,,PUBLIC,integer
hgnc,ENSG00000214146,GENOMIC,htseq_counts.csv,ENSG00000214146.3,,PUBLIC,integer
hgnc,ENSG00000104946,GENOMIC,htseq_counts.csv,ENSG00000104946.13,,PUBLIC,integer
hgnc,ENSG00000278635,GENOMIC,htseq_counts.csv,ENSG00000278635.1,,PUBLIC,integer
hgnc,ENSG00000287106,GENOMIC,htseq_counts.csv,ENSG00000287106.1,,PUBLIC,integer
hgnc,ENSG00000234166,GENOMIC,htseq_counts.csv,ENSG00000234166.1,,PUBLIC,integer
hgnc,ENSG00000260012,GENOMIC,htseq_counts.csv,ENSG00000260012.1,,PUBLIC,integer
hgnc,ENSG00000226702,GENOMIC,htseq_counts.csv,ENSG00000226702.1,,PUBLIC,integer
hgnc,ENSG00000272982,GENOMIC,htseq_counts.csv,ENSG00000272982.1,,PUBLIC,integer
hgnc,ENSG00000168661,GENOMIC,htseq_counts.csv,ENSG00000168661.15,,PUBLIC,integer
